Unidades,Nombre,#DescubreElHobby,#IngenioEstratega,#NivelExperto,#CreaConexiones,#EquipoGanador,#DuelosMemorables,#InicioRápido,#GestionaTusRecursos,#DominaElTablero,#ArteEnLaMesa,Peso_BGG,Min_Jugadores,Max_Jugadores,Tiempo_Juego,Rating_BGG,Mecanicas,Categorias,Link_BGG,BGG_ID,Columna 1,Columna 2,Columna 3,Columna 4,Columna 5,Columna 6,Columna 7
1,Heat: Pedal to the Metal,No,Sí,no,no,no,no,no,no,si,si,2.2,1,6,60,8,"
Catch the Leader
Deck, Bag, and Pool Building
Hand Management
Programmed Movement
Push Your Luck
Race
Simulation
Simultaneous Action Selection
Solo / Solitaire Game
Track Movement
Variable Set-up",,https://boardgamegeek.com/boardgame/366013,366013,,,,,,,
1,Quadropolis,si,no,no,no,no,no,no,no,si,no,2.2,2,4,60,7.2,"
End Game Bonuses
Open Drafting
Pattern Building
Set Collection
Square Grid
Tile Placement
Worker Placement
Worker Placement, Different Worker Types",,https://boardgamegeek.com/boardgame/176396/quadropolis,176396,,,,,,,
1,Capitan Sonar,si,no,no,si,si,no,no,no,no,no,2.2,2,8,60,7.5,"
Deduction
Grid Movement
Hidden Movement
Line Drawing
Real-Time
Role Playing
Secret Unit Deployment
Simulation
Team-Based Game",,https://boardgamegeek.com/boardgame/171131/captain-sonar/credits#boardgamemechanic,171131,,,,,,,
1,Orichalcum,no,si,no,no,no,no,no,si,no,no,2.2,2,4,60,7.1,"Action Drafting
Dice Rolling
Race
Sudden Death Ending
Tile Placement",,https://boardgamegeek.com/boardgame/355888/orichalcum,355888,,,,,,,
1,Mariposas,no,si,no,no,no,No,No,no,si,si,2.2,2,5,75,6.8,"Grid Movement
Hexagon Grid
Movement Points
Set Collection
Turn Order: Stat-Based",,https://boardgamegeek.com/boardgame/297978/mariposas,297978,,,,,,,
1,Libertalia: Winds of Galecrest,no,si,,si,no,no,no,no,no,no,2.19,1,6,60,7.5,"
Action Queue
Hand Management
Selection Order Bid
Set Collection
Simultaneous Action Selection
Take That
Turn Order: Role Order
Variable Phase Order",,https://boardgamegeek.com/boardgame/356033/libertalia-winds-of-galecrest,356033,,,,,,,
1,Calico,No,Sí,no,no,no,No,No,no,si,no,2.19,1,4,45,7.5,"Enclosure
End Game Bonuses
Grid Coverage
Hexagon Grid
Open Drafting
Pattern Building
Set Collection
Solo / Solitaire Game
Tile Placement",,https://boardgamegeek.com/boardgame/283155,283155,,,,,,,
1,Flamecraft,no,si,no,no,no,no,no,si,si,si,2.18,1,5,60,7.4,,"Contracts
End Game Bonuses
Hand Management
Modular Board
Multi-Use Cards
Set Collection
Solo / Solitaire Game
Tags
Worker Placement",https://boardgamegeek.com/boardgame/336986,336986,,,,,,,
1,Mille Fiori,No,Sí,no,no,no,No,No,no,si,si,2.17,2,4,90,7.4,"Area Majority / Influence
Closed Drafting
Pattern Building",,https://boardgamegeek.com/boardgame/346501/mille-fiori,346501,,,,,,,
1,Cubitos,no,si,no,no,no,no,no,no,no,si,2.17,2,4,60,7.4,"
Catch the Leader
Deck, Bag, and Pool Building
Delayed Purchase
Dice Rolling
Grid Movement
Market
Push Your Luck
Race
Re-rolling and Locking
Variable Set-up",,https://boardgamegeek.com/boardgame/298069/cubitos,298069,,,,,,,
1,Dog Park,no,si,no,no,no,no,no,no,no,no,2.17,1,4,,6.9,"
Auction / Bidding
Point to Point Movement
Set Collection
Solo / Solitaire Game
Track Movement
Variable Set-up
Victory Points as a Resource
Worker Placement",,https://boardgamegeek.com/boardgame/331401/dog-park,331401,,,,,,,
1,Stranger things: mundo del revés,no,si,no,no,si,no,no,si,si,si,2.17,2,4,60,7.3,"Cooperative Game
Hand Management
Point to Point Movement
Variable Player Powers",,https://boardgamegeek.com/boardgame/374502/stranger-things-upside-down,374502,,,,,,,
1,Kitchen Rush,no,si,no,no,si,no,no,si,no,si,2.17,1,4,45,7.2,"Action Timer
Cooperative Game
Real-Time
Simulation
Solo / Solitaire Game
Worker Placement",,https://boardgamegeek.com/boardgame/223953/kitchen-rush,223953,,,,,,,
1,The king is dead,no,si,no,no,no,no,no,no,si,no,2.16,2,4,45,7.6,"
Area Majority / Influence
Campaign / Battle Card Driven
Communication Limits
Hand Management
Map Reduction
Memory
Simulation
Team-Based Game
Variable Set-up",,https://boardgamegeek.com/boardgame/319966/the-king-is-dead-second-edition,319966,,,,,,,
1,Tebas,no,si,no,no,no,no,no,no,no,no,2.16,2,4,60,7.1,"Point to Point Movement
Set Collection
Turn Order: Time Track",,https://boardgamegeek.com/boardgame/30869/thebes,30869,,,,,,,
1,Star Wars: Las Guerras Clon,no,si,no,no,si,no,no,no,si,si,2.16,1,5,60,7.5,"
Action Points
Cooperative Game
Die Icon Resolution
Hand Management
Point to Point Movement
Set Collection
Solo / Solitaire Game
Variable Player Powers",,https://boardgamegeek.com/boardgame/370913/star-wars-the-clone-wars/credits#boardgamemechanic,370913,,,,,,,
1,Space Base,no,si,no,no,no,no,no,si,no,no,2.13,2,5,60,7.5,"Dice Rolling
Open Drafting
Random Production",,https://boardgamegeek.com/boardgame/242302,242302,,,,,,,
1,Feed the kraken,no,si,no,no,si,no,no,no,no,si,2.14,5,11,90,7.8,"
Acting
Betting and Bluffing
Grid Movement
Hidden Roles
Player Elimination
Role Playing
Roles with Asymmetric Information
Team-Based Game
Traitor Game
Variable Player Powers
Voting",,https://boardgamegeek.com/boardgame/271601/feed-the-kraken,271601,,,,,,,
1,Evergreen,no,si,no,no,no,no,si,no,no,si,2.13,1,4,45,7.5,"Bias
End Game Bonuses
Grid Coverage
Open Drafting",,https://boardgamegeek.com/boardgame/363307/evergreen,363307,,,,,,,
1,Stellar,no,si,no,no,no,si,no,no,si,si,2.13,2,2,30,7.3,"Area Majority / Influence
Hand Management
Open Drafting
Set Collection
Tile Placement",,https://boardgamegeek.com/boardgame/293678/stellar,,,,,,,,
1,Tobago,no,si,no,no,no,no,no,no,si,no,2.13,2,4,60,7.1,"Deduction
Grid Movement
Hand Management
Hexagon Grid
Modular Board
Push Your Luck
",,https://boardgamegeek.com/boardgame/42215/tobago,42215,,,,,,,
1,Arboretum,no,si,no,NO,NO,NO,NO,NO,NO,NO,2.12,2,4,30,7.3,"
Connections
Hand Management
Move Through Deck
Open Drafting
Ordering
Pattern Building
Set Collection
Square Grid",,https://boardgamegeek.com/boardgame/140934,140934,,,,,,,
1,Nidavellir,no,si,no,no,no,no,no,no,no,no,2.11,2,5,45,7.6,"Auction / Bidding
Auction: Multiple Lot
Auction: Sealed Bid
Constrained Bidding
End Game Bonuses
Selection Order Bid
Set Collection
Simultaneous Action Selection",,https://boardgamegeek.com/boardgame/293014,293014,,,,,,,
1,Alhambra,Sí,No,no,NO,NO,NO,No,SI,no,no,2.1,2,6,60,7,"Hand Management
Open Drafting
Set Collection
Tile Placement",,https://boardgamegeek.com/boardgame/6249,6249,,,,,,,
1,Niebla en Carcassonne,no,si,no,no,si,no,no,no,no,no,2.11,1,5,35,7.3,"Cooperative Game
Tile Placement",,https://boardgamegeek.com/boardgame/358124/mists-over-carcassonne,358124,,,,,,,
1,Listo para Imprenta,si,no,no,no,no,no,no,no,no,no,2.09,2,6,25,7.3,"
Closed Drafting
End Game Bonuses
Grid Coverage
Pattern Building
Real-Time
Set Collection
Solo / Solitaire Game
Square Grid
Tile Placement
Variable Set-up",,https://boardgamegeek.com/boardgame/352574/fit-to-print,352574,,,,,,,
1,El Valle de los Mercaderes,no,si,no,no,no,no,no,no,no,no,2.09,2,4,30,7.2,"
Auction: Dutch
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
Open Drafting
Race
Set Collection
Take That
Team-Based Game
Auction: Dutch
Deck, Bag, and Pool Building
Dice Rolling
Hand Management
Open Drafting
Race
Set Collection
Take That
Team-Based Game",,https://boardgamegeek.com/boardgame/176165/dale-of-merchants,176165,,,,,,,
1,Mercado de Lisboa,N,N,no,N,no,no,SI,SI,SI,NO,2.08,1,4,45,6.5,"Area Majority / Influence
Open Drafting
Tile Placement
Victory Points as a Resource
Worker Placement, Different Worker Types",,https://boardgamegeek.com/boardgame/262477/mercado-de-lisboa,262477,,,,,,,
1,El señor de los anillos: Duelo por la Tierra Media,no,si,no,no,no,si,no,no,si,si,2.07,2,2,45,8.4,"
Area Majority / Influence
Hand Management
Income
Layering
Market
Modular Board
Multi-Use Cards
Once-Per-Game Abilities
Open Drafting
Point to Point Movement
Race
Relative Movement
Set Collection
Sudden Death Ending
Tags
Take That
Tech Trees / Tech Tracks
Variable Player Powers
Variable Set-up",,https://boardgamegeek.com/boardgame/421006/the-lord-of-the-rings-duel-for-middle-earth,421006,,,,,,,
1,Azul Pabellon de Verano,no,si,no,no,no,no,no,no,no,si,2.07,2,4,45,7.6,"End Game Bonuses
Open Drafting
Pattern Building
Set Collection
Tile Placement
Turn Order: Claim Action",,https://boardgamegeek.com/boardgame/287954/azul-summer-pavilion,287954,,,,,,,
1,Queendomino,no,si,no,no,no,No,No,no,si,no,2.07,2,4,25,7.1,"Enclosure
Market
Open Drafting
Pattern Building
Tile Placement
Turn Order: Claim Action",,https://boardgamegeek.com/boardgame/232043,232043,,,,,,,
1,Tiny Towns,no,si,no,no,no,no,no,no,no,no,2.06,1,6,15,7.2,"End Game Bonuses
Follow
Grid Coverage
Pattern Building
Player Elimination
Solo / Solitaire Game
Square Grid
Turn Order: Progressive
Variable Phase Order
Variable Player Powers
Variable Set-up",,https://boardgamegeek.com/boardgame/265736/tiny-towns,265736,,,,,,,
1,Papillon,no,si,no,no,no,no,no,no,no,si,2.05,2,4,45,6.6,"Area Majority / Influence
Auction / Bidding
Open Drafting
Tile Placement
Turn Order: Auction",,https://boardgamegeek.com/boardgame/241066/papillon,241066,,,,,,,
1,Cat in the box,si,no,no,no,no,no,no,no,no,no,2.04,2,5,40,7.5,"Enclosure
Hand Management
Predictive Bid
Trick-taking",,https://boardgamegeek.com/boardgame/345972/cat-in-the-box-deluxe-edition,345972,,,,,,,
1,Sky Team,si,no,no,si,si,si,no,si,no,si,2.04,2,2,20,8.2,"Communication Limits
Cooperative Game
Dice Rolling
Scenario / Mission / Campaign Game
Turn Order: Progressive
Variable Player Powers
Variable Set-up
Worker Placement with Dice Workers",,https://boardgamegeek.com/boardgame/373106/sky-team,373106,,,,,,,
1,Pergola,no,,,,,,,,,si,2.04,1,4,60,7.3,"End Game Bonuses
Set Collection
Solo / Solitaire Game
Tile Placement",,https://boardgamegeek.com/boardgame/424573/pergola,424573,,,,,,,
1,Llamaland,no,si,no,no,no,no,no,si,no,si,2.03,2,4,45,7.1,"
Contracts
End Game Bonuses
Income
Layering
Map Addition
Open Drafting
Set Collection
Tags
Tile Placement
Variable Player Powers
Variable Set-up
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/330038/llamaland,330038,,,,,,,
1,amazonia,no,si,no,no,no,si,no,no,no,no,2.02,2,2,30,7.3,"Open Drafting
Push Your Luck
Set Collection",,https://boardgamegeek.com/boardgame/295607/canopy,295607,,,,,,,
1,Monkey Palace,si,si,no,no,no,no,no,si,no,si,2.02,2,4,45,7.2,"
End Game Bonuses
Hot Potato
Income
Open Drafting
Pattern Building
Pieces as Map
Three Dimensional Movement
Tile Placement",,https://boardgamegeek.com/boardgame/412911/monkey-palace,412911,,,,,,,
1,Blue Lagoon,no,si,no,no,no,no,no,no,si,si,2.02,2,4,45,7.2,"
Area Majority / Influence
Chaining
Connections
End Game Bonuses
Hexagon Grid
Network and Route Building
Set Collection
Variable Set-up",,https://boardgamegeek.com/boardgame/244331/blue-lagoon,244331,,,,,,,
1,"Paris: La Cité de la Lumière (2019)
",No,Sí,no,no,no,si,si,si,no,si,2.01,2,2,30,30,"Action Drafting
Grid Coverage
Modular Board
Open Drafting
Square Grid
Tile Placement",,https://boardgamegeek.com/boardgame/276498/paris-la-cite-de-la-lumiere,276498,,,,,,,
1,Splendor Duel,Sí,No,no,no,no,Sí,si,si,no,no,2.01,2,2,30,7.9,"""Contracts
Open Drafting
Race
Set Collection""",,https://boardgamegeek.com/boardgame/166384,364073,,,,,,,
1,Harmonies,SI,NO,,NO,NO,NO,NO,,,SI,2,1,4,30,8,"
Chaining
Hexagon Grid
Open Drafting
Pattern Building
Set Collection
Solo / Solitaire Game
Tile Placement
Variable Player Powers",,https://boardgamegeek.com/boardgame/414317/harmonies,414317,,,,,,,
1,CATAN 25 Aniversario,no,No,no,no,no,no,No,si,no,no,2,3,4,120,7.8,"Dice Rolling
Hexagon Grid
Income
Modular Board
Network and Route Building
Race
Random Production
Trading
Variable Set-up",,https://boardgamegeek.com/boardgame/298278/catan-25-jahre-jubilaums-edition,298278,,,,,,,
1,Century Big Box,si,si,no,si,no,no,si,si,si,si,2,2,4,45,7.8,"Action Retrieval
Auction: Dutch
Contracts
Deck, Bag, and Pool Building
Hand Management
Increase Value of Unchosen Resources
Open Drafting
Set Collection",,https://boardgamegeek.com/boardgame/382315/century-big-box/credits#boardgamemechanic,382315,,,,,,,
1,Minecraft: Builders & Biomes,no,si,no,no,no,no,no,si,no,no,2,2,4,60,6.9,"Action Points
Deck, Bag, and Pool Building
End Game Bonuses
Grid Movement
Layering
Tile Placement
Variable Set-up",,https://boardgamegeek.com/boardgame/269603/minecraft-builders-and-biomes,269603,,,,,,,
1,Kung Fu Panda,no,si,no,no,si,no,no,no,si,no,2,2,4,30,7,"Cooperative Game
Dice Rolling",,https://boardgamegeek.com/boardgame/186986/kung-fu-panda-the-board-game,186986,,,,,,,
1,"Looney Tunes Mayhem (2023)
",no,si,no,no,no,no,no,si,no,si,2,2,4,30,6.9,,,https://boardgamegeek.com/boardgame/328862/looney-tunes-mayhem,328862,,,,,,,
1,Dragones del Mar,si,no,no,no,no,no,no,no,si,no,1.97,2,5,45,7.4,"
Area Majority / Influence
Contracts
End Game Bonuses
Grid Coverage
Modular Board
Pattern Building
Set Collection
Variable Set-up",,https://boardgamegeek.com/boardgame/374895/sea-dragons,374895,,,,,,,
1,Los Inseparables,no,si,no,no,si,no,no,no,no,no,1.98,2,5,30,7.1,"Communication Limits
Cooperative Game
Hand Management
Move Through Deck
Push Your Luck
Variable Player Powers",,https://boardgamegeek.com/boardgame/171668/the-grizzled,171668,,,,,,,
1,Caza bombas,si,no,no,si,si,no,si,no,no,no,1.97,2,5,30,8,"
Communication Limits
Cooperative Game
Deduction
Memory
Once-Per-Game Abilities
Real-Time
Scenario / Mission / Campaign Game
Sudden Death Ending",,https://boardgamegeek.com/boardgame/413246/bomb-busters,413246,,,,,,,
1,Takenoko,Sí,No,no,no,no,No,No,si,si,si,1.97,2,4,45,7.2,"Action Points
Contracts
Dice Rolling
Die Icon Resolution
End Game Bonuses
Grid Movement
Hexagon Grid
Modular Board
Network and Route Building
Pattern Building
Race
Set Collection
Tags
Tile Placement",,https://boardgamegeek.com/boardgame/70919,70919,,,,,,,
1,Perladora,si,no,no,no,no,no,si,si,si,si,1.97,2,4,30,6.3,"Area Majority / Influence
Enclosure
Once-Per-Game Abilities
Secret Unit Deployment
Team-Based Game
Worker Placement, Different Worker Types",,https://boardgamegeek.com/boardgame/8229/pearladora,8229,,,,,,,
1,Caesar's Empire,Sí,No,,NO,NO,No,No,no,si,si,1.96,2,5,50,7.2,"Network and Route Building
Set Collection",,https://boardgamegeek.com/boardgame/345511,345511,,,,,,,
1,La Tripulación,Sí,No,no,no,si,no,No,no,no,no,1.96,2,5,20,7.8,"Communication Limits
Cooperative Game
Hand Management
Scenario / Mission / Campaign Game
Trick-taking
",,https://boardgamegeek.com/boardgame/284083,284083,,,,,,,
1,Little Town,Sí,No,no,no,no,No,si,no,si,no,1.95,2,4,60,7.2,"Contracts
Tile Placement
Worker Placement",,https://boardgamegeek.com/boardgame/241266/little-town,241266,,,,,,,
1,pocimas y brebajes,Sí,No,no,no,no,no,No,si,no,si,1.94,2,4,45,7.8,"
Catch the Leader
Deck, Bag, and Pool Building
Delayed Purchase
Dice Rolling
Die Icon Resolution
Events
Neighbor Scope
Push Your Luck
Score-and-Reset Game
Simultaneous Action Selection
Track Movement
Variable Set-up",,https://boardgamegeek.com/boardgame/244521,244521,,,,,,,
1,The Quest for El Dorado,no,si,no,no,no,no,no,no,no,no,1.94,2,4,60,7.7,"Deck, Bag, and Pool Building
Delayed Purchase
Grid Movement
Hand Management
Hexagon Grid
Modular Board
Multi-Use Cards
Open Drafting
Race
Variable Set-up",,https://boardgamegeek.com/boardgame/217372/the-quest-for-el-dorado,217372,,,,,,,
1,Ticket to Ride: Europe,Sí,No,no,no,no,No,No,no,si,si,1.92,2,5,60,7.5,"Connections
Contracts
End Game Bonuses
Hand Management
Network and Route Building
Open Drafting
Push Your Luck
Set Collection",,https://boardgamegeek.com/boardgame/14996,14996,,,,,,,
1,Cities,si,no,no,no,no,no,no,no,no,si,1.92,2,4,45,7.4,"Closed Drafting
Contracts
Open Drafting
Pattern Building
Set Collection
Tile Placement
Turn Order: Claim Action
Variable Set-up
Worker Placement",,https://boardgamegeek.com/boardgame/402676/cities,402676,,,,,,,
1,Meeple Land,si,no,no,no,no,no,no,no,no,no,1.92,2,4,45,7.2,"
Auction: Turn Order Until Pass
Income
Market
Modular Board
Network and Route Building
Set Collection
Square Grid
Tile Placement",,https://boardgamegeek.com/boardgame/300683/meeple-land,300683,,,,,,,
1,Kingdomino Origins,si,no,no,no,no,no,no,si,si,si,1.91,2,4,40,7.5,"Enclosure
Open Drafting
Tile Placement
Turn Order: Claim Action",,https://boardgamegeek.com/boardgame/340041/kingdomino-origins,340041,,,,,,,
1,Nunatak,no,si,no,no,no,no,no,no,no,no,1.91,2,4,45,7.3,"Area Majority / Influence
Modular Board
Multi-Use Cards
Open Drafting
Set Collection",,https://boardgamegeek.com/boardgame/383158/nunatak-temple-of-ice,383158,,,,,,,
1,luxor,no,si,no,no,no,no,no,si,si,no,1.91,2,4,45,7.2,"Hand Management
Modular Board
Set Collection
Variable Player Powers",,https://boardgamegeek.com/boardgame/269112/luxor-the-mummys-curse,269112,,,,,,,
1,carcassonne plus,si,si,no,no,no,no,si,no,si,si,1.89,2,5,45,7.5,"
Contracts
Dice Rolling
End Game Bonuses
Grid Coverage
Open Drafting
Pattern Building
Set Collection
Solo / Solitaire Game
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/199561/sagrada/credits#boardgamemechanic,,,,,,,,
1,obscurio,no,no,no,si,si,no,si,no,no,si,1.91,2,8,40,7.1,"Communication Limits
Cooperative Game
Hidden Roles
Traitor Game
Variable Player Powers
Voting",,https://boardgamegeek.com/boardgame/273477/obscurio,,,,,,,,
1,Prehistorias,si,no,no,no,no,no,no,si,no,no,1.88,2,5,30,6.9,"Auction: Sealed Bid
Hand Management
Pattern Building
Square Grid
Tile Placement
Turn Order: Auction",,https://boardgamegeek.com/boardgame/318183/prehistories,318183,,,,,,,
1,Mysterium,no,si,no,no,si,No,No,no,no,si,1.89,2,7,42,7.2,"
Communication Limits
Cooperative Game
Deduction
Finale Ending
Hand Management
Pattern Recognition
Real-Time
Storytelling
Voting",,https://boardgamegeek.com/boardgame/181304,181304,,,,,,,
1,Art Society,si,no,no,no,no,no,no,no,no,si,1.87,2,4,60,7.5,"Auction / Bidding
Auction: Sealed Bid
Constrained Bidding
End Game Bonuses
Grid Coverage
Open Drafting
Pattern Building
Selection Order Bid
Tile Placement",,https://boardgamegeek.com/boardgame/395375/art-society,395375,,,,,,,
1,Optimus,si,no,no,no,no,no,si,no,no,no,1.86,1,4,30,7.6,"Dice Rolling
Paper-and-Pencil
Re-rolling and Locking
Solo / Solitaire Game",,https://boardgamegeek.com/boardgame/244522/thats-pretty-clever,,,,,,,,
1,Cascadia,Sí,No,,NO,NO,No,No,NO,NO,NO,1.85,1,4,45,7.9,"
End Game Bonuses
Hexagon Grid
Open Drafting
Pattern Building
Solo / Solitaire Game
Tile Placement
Variable Set-up",,https://boardgamegeek.com/boardgame/295947,295947,,,,,,,
1,Tokaido Duo,no,no,no,no,no,si,no,no,no,no,1.85,2,2,30,7.4,"Action Drafting
Roll / Spin and Move
Track Movement",,https://boardgamegeek.com/boardgame/363183/tokaido-duo,363183,,,,,,,
1,Carcassonne,si,no,no,no,no,no,si,no,no,no,1.84,2,5,35,8,"Area Majority / Influence
Map Addition
Tile Placement",,https://boardgamegeek.com/boardgame/329954/carcassonne-20th-anniversary-edition,329954,,,,,,,
1,Welcome To your perfect Home,Sí,No,no,no,no,no,si,no,no,no,1.84,1,100,25,7.5,"
Bingo
Contracts
End Game Bonuses
Multi-Use Cards
Open Drafting
Paper-and-Pencil
Pattern Building
Simultaneous Action Selection
Solo / Solitaire Game",,https://boardgamegeek.com/boardgame/233867/welcome-to,233867,,,,,,,
1,Sagrada,Sí,No,NO,no,no,No,No,no,no,si,1.83,1,4,45,7.4,"
Contracts
Dice Rolling
End Game Bonuses
Grid Coverage
Open Drafting
Pattern Building
Set Collection
Solo / Solitaire Game
Turn Order: Progressive
Variable Set-up",,https://boardgamegeek.com/boardgame/199561,199561,,,,,,,
1,Las Aventuras de Robin Hood,si,no,no,no,si,no,no,no,si,no,1.83,2,4,60,7.4,"Cooperative Game
Scenario / Mission / Campaign Game
Storytelling",,,326494,,,,,,,
1,Marvel Splendor,Sí,si,no,no,no,no,no,SI,no,no,1.82,2,4,30,7.6,"Contracts
Open Drafting
Race
Set Collection",,https://boardgamegeek.com/boardgame/293296/splendor-marvel,293296,,,,,,,
1,Cacao,Sí,No,no,no,no,no,si,no,si,no,1.82,2,4,45,7.1,"Area Majority / Influence
Hand Management
Map Addition
Tile Placement",,https://boardgamegeek.com/boardgame/171499,171499,,,,,,,
1,Reef,Sí,No,no,no,no,No,si,no,no,si,1.82,2,4,45,7,"Hand Management
Layering
Pattern Building
Tile Placement",,https://boardgamegeek.com/boardgame/244228/reef,244228,,,,,,,
1,Akropolis,si,no,no,no,no,no,no,no,no,no,1.8,1,4,30,7.5,"Auction: Dutch
End Game Bonuses
Layering
Open Drafting
Pattern Building
Solo / Solitaire Game
Tile Placement
Turn Order: Progressive",,https://boardgamegeek.com/boardgame/357563/akropolis,357563,,,,,,,
1,Pachakuna,si,no,no,no,no,si,no,no,si,si,1.8,2,2,60,6.9,"
Hexagon Grid
Map Deformation
Modular Board
Network and Route Building
Pick-up and Deliver
Point to Point Movement
Tile Placement",,https://boardgamegeek.com/boardgame/321596/pachakuna,321596,,,,,,,
1,Holmes: Sherlock & Mycroft,si,no,no,no,no,si,no,no,no,no,1.8,2,2,30,6.8,"Hand Management
Open Drafting
Set Collection
Worker Placement",,https://boardgamegeek.com/boardgame/174078/holmes-sherlock-and-mycroft,174078,,,,,,,
1,Coffee Rush,si,no,no,no,no,no,si,si,no,si,1.79,2,4,30,7.1,"Contracts
Grid Movement
Simulation",,https://boardgamegeek.com/boardgame/377061/coffee-rush,377061,,,,,,,
1,Potion Explotion,si,no,no,no,no,no,si,no,no,si,1.78,2,4,45,7.1,"Contracts
Open Drafting
Pattern Recognition
Set Collection
Take That
Variable Set-up",,https://boardgamegeek.com/boardgame/180974/potion-explosion,180974,,,,,,,
1,The Cathedral of Orleans,no,si,no,no,si,no,no,si,no,no,1.78,2,4,30,6.1,"Cooperative Game
Deck, Bag, and Pool Building",,https://boardgamegeek.com/boardgame/398044/the-cathedral-of-orleans,398044,,,,,,,
1,Azul: Master Chocolatier,Sí,No,,no,no,No,No,no,no,si,1.77,2,4,45,7.9,"End Game Bonuses
Open Drafting
Pattern Building
Tile Placement
Turn Order: Claim Action",,https://boardgamegeek.com/boardgame/230802,230802,,,,,,,
1,Beez,si,no,no,no,no,no,no,no,si,si,1.77,2,4,45,6.7,"Contracts
Grid Movement
Hexagon Grid
Modular Board
Pattern Building",,https://boardgamegeek.com/boardgame/299592/beez,299592,,,,,,,
1,La Resistencia: Avalon,Sí,No,no,si,no,no,si,no,no,no,1.74,5,10,30,7.5,"
Finale Ending
Hidden Roles
Roles with Asymmetric Information
Simultaneous Action Selection
Team-Based Game
Traitor Game
Variable Player Powers
Voting",,https://boardgamegeek.com/boardgame/128882,128882,,,,,,,
1,Port Royal Big box,Sí,No,no,no,no,no,no,no,no,no,1.74,1,5,50,7.5,"Contracts
Cooperative Game
Move Through Deck
Open Drafting
Push Your Luck
Set Collection
Solo / Solitaire Game",,https://boardgamegeek.com/boardgame/331265/port-royal-big-box,331265,,,,,,,
1,tokaido namiji,no,si,no,no,no,no,si,si,si,si,1.74,2,5,45,7.1,"Push Your Luck
Set Collection
Track Movement
Turn Order: Time Track
Variable Player Powers",,https://boardgamegeek.com/boardgame/275215/namiji,,,,,,,,
1,Tokaido,si,no,no,no,no,no,no,no,no,no,1.74,1,5,45,6.9,"End Game Bonuses
Set Collection
Solo / Solitaire Game
Track Movement
Turn Order: Time Track
Variable Player Powers
Worker Placement",,https://boardgamegeek.com/boardgame/123540/tokaido,123540,,,,,,,
1,Skull King,si,no,no,si,no,no,si,no,no,no,1.72,2,8,30,7.5,"Hand Management
Predictive Bid
Rock-Paper-Scissors
Trick-taking",,https://boardgamegeek.com/boardgame/150145/skull-king,150145,,,,,,,
1,Canvas,si,no,no,no,no,no,no,no,no,si,1.72,1,5,30,7.2,"Auction: Dutch
Contracts
Hand Management
Increase Value of Unchosen Resources
Layering
Open Drafting
Set Collection
Solo / Solitaire Game",,https://boardgamegeek.com/boardgame/290236/canvas,290236,,,,,,,
1,Majesty: For the Realm,Sí,No,no,no,no,no,no,si,no,no,1.72,2,4,30,6.9,"Auction: Dutch
Open Drafting
Set Collection
Victory Points as a Resource",,https://boardgamegeek.com/boardgame/230080/majesty-for-the-realm,230080,,,,,,,
1,River Dragons,SI,NO,no,NO,NO,NO,NO,NO,NO,NO,1.72,2,6,30,6.5,"Action Queue
Point to Point Movement
Simultaneous Action Selection",,https://boardgamegeek.com/boardgame/634/river-dragons,634,,,,,,,
1,Farm Club,si,no,no,no,no,no,si,si,no,si,1.71,2,5,20,6.2,"
Contracts
End Game Bonuses
Grid Movement
Hand Management
Matching
Open Drafting
Pattern Building
Set Collection
Square Grid",,https://boardgamegeek.com/boardgame/358790/farm-club,358790,,,,,,,
1,Secret Hitler,Sí,No,no,si,no,No,No,no,no,no,1.7,5,10,45,7.5,,,https://boardgamegeek.com/boardgame/188834,188834,,,,,,,
1,Great Plains,si,no,no,no,no,si,si,no,si,no,1.7,2,2,20,7.1,"
Area Majority / Influence
Chaining
Grid Movement
Hexagon Grid
Modular Board
Resource Queue
Slide / Push
Static Capture
Variable Set-up
Zone of Control",,https://boardgamegeek.com/boardgame/330036/great-plains,330036,,,,,,,
1,Tras los pasos de Darwin,si,no,no,no,no,no,si,no,si,si,1.69,2,5,30,7.3,"
End Game Bonuses
Grid Coverage
Layering
Open Drafting
Pattern Building
Rondel
Square Grid
Tile Placement",,https://boardgamegeek.com/boardgame/376683/in-the-footsteps-of-darwin,376683,,,,,,,
1,Descifra el código,si,no,no,no,no,no,si,no,no,no,1.69,2,4,15,7.1,"Deduction
Paper-and-Pencil",,https://boardgamegeek.com/boardgame/227466/break-the-code,227466,,,,,,,
1,Magic Maze,Sí,No,no,si,si,No,Sí,no,no,no,1.69,1,8,15,6.8,"
Communication Limits
Cooperative Game
Elapsed Real Time Ending
Grid Movement
Map Addition
Modular Board
Real-Time
Scenario / Mission / Campaign Game
Solo / Solitaire Game
Variable Player Powers",,https://boardgamegeek.com/boardgame/209778,209778,,,,,,,
1,Bohnanza,si,no,no,no,no,no,no,no,no,no,1.68,2,7,45,7.1,"Hand Management
Multi-Use Cards
Negotiation
Set Collection
Trading
",,https://boardgamegeek.com/boardgame/11/bohnanza,11,,,,,,,
